Fecha,Temperatura_Media,Precipitaciones,Humedad_Relativa,Radiación_Solar,Velocidad_Viento
2024-02-12,9.2,0.0,90.0,150.0,2.1
2024-02-13,12.1,0.0,90.0,68.0,0.7
2024-02-14,12.5,0.0,89.0,90.0,0.6
2024-02-15,11.2,0.07,93.0,40.0,1.1
2024-02-16,11.8,0.0,67.0,145.0,1.1
2024-02-17,9.3,0.0,69.0,168.0,0.6
2024-02-18,9.5,0.0,67.0,158.0,0.5
2024-02-19,11.3,0.0,70.0,165.0,0.6
2024-02-20,10.4,0.0,65.0,175.0,0.7
2024-02-21,9.1,0.0,77.0,103.0,0.6
2024-02-22,9.9,0.11,85.0,107.0,2.5
2024-02-23,6.0,0.0,69.0,118.0,2.1
2024-02-24,6.3,0.0,66.0,123.0,1.9
2024-02-25,9.0,0.01,89.0,98.0,4.2
2024-02-26,8.3,0.0,66.0,134.0,2.1
2024-02-27,7.0,0.0,51.0,169.0,1.3
2024-02-28,7.8,0.0,54.0,194.0,1.1
2024-02-29,6.8,0.0,68.0,184.0,1.4
2024-03-01,7.2,0.0,59.0,171.0,2.1
2024-03-02,5.4,0.15,90.0,40.0,3.2
2024-03-03,5.5,0.0,66.0,141.0,1.7
2024-03-04,8.5,0.0,81.0,131.0,2.5
2024-03-05,8.8,0.0,59.0,192.0,1.1
2024-03-06,7.5,0.0,68.0,194.0,0.6
2024-03-07,6.9,0.11,81.0,84.0,1.7
2024-03-08,6.2,0.15,83.0,133.0,3.4
2024-03-09,5.3,0.12,90.0,115.0,3.1
2024-03-10,7.4,0.05,81.0,152.0,2.5
2024-03-11,9.5,0.0,59.0,216.0,1.8
2024-03-12,9.3,0.0,67.0,221.0,0.6
2024-03-13,11.1,0.0,65.0,214.0,0.7
2024-03-14,10.2,0.0,77.0,185.0,1.4
2024-03-15,11.7,0.0,79.0,184.0,0.7
2024-03-16,12.2,0.0,82.0,186.0,0.7
2024-03-17,14.4,0.0,75.0,182.0,0.6
2024-03-18,14.8,0.0,74.0,170.0,0.7
2024-03-19,16.5,0.0,65.0,196.0,0.7
2024-03-20,16.0,0.0,61.0,178.0,1.1
2024-03-21,17.5,0.0,56.0,211.0,1.4
2024-03-22,17.7,0.0,57.0,192.0,0.8
2024-03-23,16.5,0.0,62.0,207.0,0.9
2024-03-24,15.9,0.0,58.0,171.0,1.3
2024-03-25,12.0,0.01,82.0,53.0,1.3
2024-03-26,5.9,0.05,74.0,166.0,2.7
2024-03-27,7.8,0.04,91.0,90.0,4.0
2024-03-28,10.4,0.24,82.0,189.0,3.8
2024-03-29,7.1,0.15,95.0,80.0,1.8
2024-03-30,6.6,0.15,91.0,136.0,2.0
2024-03-31,6.1,0.21,88.0,144.0,2.5
2024-04-01,7.3,0.02,82.0,249.0,2.8
2024-04-02,9.1,0.0,79.0,128.0,1.2
2024-04-03,12.3,0.0,72.0,236.0,1.5
2024-04-04,13.2,0.0,72.0,242.0,0.8
2024-04-05,15.1,0.0,66.0,223.0,0.9
2024-04-06,17.7,0.0,53.0,133.0,0.8
2024-04-07,16.7,0.0,67.0,216.0,1.3
2024-04-08,12.5,0.01,71.0,225.0,2.4
2024-04-09,10.7,0.0,50.0,289.0,1.0
2024-04-10,13.1,0.0,54.0,282.0,0.7
2024-04-11,17.7,0.0,54.0,286.0,1.0
2024-04-12,17.8,0.0,46.0,289.0,0.8
2024-04-13,18.5,0.0,53.0,294.0,0.7
2024-04-14,18.7,0.0,51.0,291.0,0.8
2024-04-15,19.6,0.0,53.0,283.0,0.8
2024-04-16,17.9,0.0,51.0,296.0,0.9
2024-04-17,15.6,0.0,48.0,302.0,0.9
2024-04-18,14.7,0.0,47.0,309.0,1.2
2024-04-19,14.4,0.0,47.0,295.0,0.9
2024-04-20,16.6,0.0,50.0,287.0,0.9
2024-04-21,16.8,0.0,34.0,309.0,1.0
2024-04-22,12.5,0.0,38.0,315.0,1.3
2024-04-23,10.1,0.0,42.0,296.0,1.1
2024-04-24,11.4,0.0,43.0,307.0,1.2
2024-04-25,12.6,0.0,47.0,189.0,0.9
2024-04-26,12.3,0.0,57.0,220.0,2.0
2024-04-27,10.3,0.19,78.0,233.0,2.9
2024-04-28,11.0,0.0,61.0,292.0,0.7
2024-04-29,12.0,0.09,62.0,238.0,0.9
2024-04-30,12.2,0.0,69.0,231.0,1.8
2024-05-01,10.0,0.0,64.0,271.0,2.1
2024-05-02,9.9,0.0,60.0,282.0,1.7
2024-05-03,12.1,0.0,60.0,330.0,1.3
2024-05-04,15.7,0.0,58.0,324.0,2.2
2024-05-05,15.3,0.08,75.0,207.0,2.6
2024-05-06,15.1,0.04,71.0,260.0,1.0
2024-05-07,15.2,0.0,53.0,331.0,0.6
2024-05-08,17.2,0.0,42.0,327.0,1.0
2024-05-09,18.9,0.0,45.0,304.0,0.4
2024-05-10,21.2,0.0,42.0,334.0,0.6
2024-05-11,21.4,0.0,38.0,340.0,1.4
2024-05-12,20.9,0.0,48.0,285.0,0.7
2024-05-13,20.6,0.0,50.0,301.0,1.9
2024-05-14,14.9,0.01,52.0,272.0,1.6
2024-05-15,13.2,0.0,47.0,249.0,1.4
2024-05-16,12.7,0.0,53.0,280.0,1.9
2024-05-17,14.5,0.01,63.0,247.0,1.6
2024-05-18,15.7,0.0,50.0,310.0,1.0
2024-05-19,15.3,0.0,54.0,297.0,1.1
2024-05-20,14.3,0.0,59.0,210.0,0.7
2024-05-21,14.6,0.01,62.0,160.0,1.1
2024-05-22,16.1,0.0,52.0,315.0,1.2
2024-05-23,17.6,0.0,42.0,358.0,0.6
2024-05-24,20.0,0.0,43.0,355.0,1.0
2024-05-25,20.3,0.0,38.0,341.0,1.8
2024-05-26,21.1,0.0,38.0,329.0,1.7
2024-05-27,22.5,0.0,41.0,344.0,0.8
2024-05-28,23.7,0.0,44.0,347.0,0.8
2024-05-29,25.8,0.0,36.0,347.0,0.7
2024-05-30,26.5,0.0,37.0,333.0,1.0
2024-05-31,22.4,0.0,32.0,357.0,1.5
2024-06-01,19.3,0.0,41.0,347.0,1.6
2024-06-02,20.3,0.0,38.0,361.0,1.1
2024-06-03,22.4,0.0,43.0,312.0,1.1
2024-06-04,24.2,0.0,45.0,333.0,1.0
2024-06-05,25.6,0.0,37.0,337.0,1.0
2024-06-06,25.9,0.05,40.0,309.0,0.8
2024-06-07,26.6,0.0,38.0,240.0,1.3
2024-06-08,19.8,0.09,71.0,86.0,1.4
2024-06-09,21.7,0.0,60.0,340.0,1.1
2024-06-10,17.0,0.29,78.0,137.0,0.6
2024-06-11,19.0,0.0,51.0,352.0,0.8
2024-06-12,19.7,0.0,48.0,312.0,1.0
2024-06-13,20.6,0.0,43.0,363.0,1.5
2024-06-14,23.0,0.0,38.0,373.0,2.2
2024-06-15,22.8,0.0,39.0,372.0,1.4
2024-06-16,22.3,0.0,34.0,369.0,1.3
2024-06-17,23.2,0.0,39.0,370.0,1.6
2024-06-18,20.3,0.02,55.0,172.0,1.4
2024-06-19,18.1,0.0,67.0,287.0,1.3
2024-06-20,16.0,0.08,72.0,210.0,0.9
2024-06-21,20.8,0.0,53.0,351.0,0.7
2024-06-22,25.9,0.0,34.0,417.0,1.3
2024-06-23,24.4,0.0,45.0,340.0,0.9
2024-06-24,25.3,0.0,47.0,355.0,1.0
2024-06-25,26.6,0.0,45.0,340.0,0.9
2024-06-26,24.7,0.01,54.0,205.0,1.3
2024-06-27,26.3,0.0,44.0,228.0,1.4
2024-06-28,22.8,0.0,50.0,222.0,2.2
2024-06-29,18.7,0.02,76.0,222.0,3.1
2024-06-30,21.0,0.0,62.0,235.0,1.3
2024-07-01,23.4,0.0,49.0,292.0,0.7
2024-07-02,24.1,0.0,43.0,361.0,1.0
2024-07-03,26.3,0.0,31.0,361.0,0.7
2024-07-04,28.8,0.0,30.0,357.0,0.6
2024-07-05,29.7,0.0,32.0,342.0,1.2
2024-07-06,28.0,0.0,38.0,344.0,1.6
2024-07-07,24.1,0.0,45.0,365.0,1.4
2024-07-08,25.1,0.0,33.0,359.0,1.2
2024-07-09,25.8,0.0,31.0,350.0,1.6
2024-07-10,26.3,0.0,42.0,340.0,1.5
2024-07-11,28.7,0.0,39.0,355.0,2.2
2024-07-12,27.5,0.0,31.0,359.0,0.9
2024-07-13,26.1,0.0,38.0,354.0,1.6
2024-07-14,25.7,0.0,23.0,363.0,2.4
2024-07-15,24.6,0.0,44.0,352.0,3.6
2024-07-16,25.3,0.0,33.0,358.0,0.9
2024-07-17,26.2,0.0,30.0,341.0,0.7
2024-07-18,27.9,0.0,31.0,248.0,1.1
2024-07-19,29.5,0.0,27.0,340.0,1.4
2024-07-20,28.5,0.0,29.0,338.0,2.2
2024-07-21,26.4,0.0,37.0,351.0,1.1
2024-07-22,27.0,0.0,24.0,357.0,0.9
2024-07-23,30.7,0.0,27.0,341.0,0.8
2024-07-24,32.7,0.0,27.0,329.0,0.9
2024-07-25,32.4,0.0,26.0,332.0,1.0
2024-07-26,31.0,0.0,36.0,298.0,1.0
2024-07-27,31.6,0.0,34.0,318.0,1.3
2024-07-28,31.8,0.0,29.0,317.0,2.1
2024-07-29,30.3,0.0,35.0,213.0,1.3
2024-07-30,30.9,0.0,32.0,311.0,1.5
2024-07-31,30.3,0.0,30.0,336.0,1.5
2024-08-01,29.6,0.0,26.0,338.0,1.3
2024-08-02,28.4,0.0,35.0,264.0,0.6
2024-08-03,28.7,0.0,40.0,325.0,0.7
2024-08-04,30.2,0.0,30.0,319.0,0.8
2024-08-05,31.0,0.0,27.0,320.0,1.2
2024-08-06,30.1,0.0,27.0,318.0,1.0
2024-08-07,29.6,0.0,30.0,318.0,0.7
2024-08-08,30.9,0.0,30.0,313.0,0.7
2024-08-09,31.6,0.0,28.0,309.0,1.0
2024-08-10,32.1,0.0,25.0,314.0,2.0
2024-08-11,31.6,0.0,26.0,309.0,1.6
2024-08-12,30.3,0.0,32.0,308.0,1.5
2024-08-13,26.5,0.0,41.0,220.0,1.4
2024-08-14,26.6,0.0,40.0,364.0,1.3
2024-08-15,23.5,0.0,40.0,323.0,1.2
2024-08-16,26.7,0.0,36.0,314.0,0.7
2024-08-17,28.0,0.0,29.0,281.0,1.0
2024-08-18,28.9,0.0,36.0,303.0,0.9
2024-08-19,27.5,0.0,32.0,298.0,0.9
2024-08-20,28.8,0.0,29.0,289.0,0.7
2024-08-21,28.5,0.0,36.0,289.0,1.1
2024-08-22,29.4,0.0,38.0,277.0,1.2
2024-08-23,28.5,0.0,28.0,286.0,1.1
2024-08-24,28.3,0.0,39.0,286.0,1.2
2024-08-25,27.4,0.0,42.0,279.0,1.1
2024-08-26,27.2,0.0,45.0,255.0,0.7
2024-08-27,28.2,0.0,37.0,285.0,1.1
2024-08-28,28.3,0.0,34.0,269.0,1.0
2024-08-29,24.4,0.13,66.0,165.0,1.3
2024-08-30,25.2,0.0,63.0,224.0,0.9
2024-08-31,22.7,0.05,67.0,193.0,0.9
2024-09-01,25.1,0.01,60.0,249.0,0.9
2024-09-02,25.8,0.0,54.0,266.0,1.0
2024-09-03,24.8,0.0,56.0,255.0,1.0
2024-09-04,22.7,0.0,56.0,219.0,1.2
2024-09-05,20.6,0.0,50.0,218.0,0.8
2024-09-06,20.1,0.0,40.0,241.0,1.8
2024-09-07,18.8,0.0,37.0,266.0,1.3
2024-09-08,20.9,0.0,40.0,261.0,1.3
2024-09-09,21.4,0.0,39.0,266.0,0.5
2024-09-10,23.1,0.0,42.0,261.0,0.6
2024-09-11,22.4,0.0,36.0,246.0,0.7
2024-09-12,22.0,0.0,41.0,249.0,1.0
2024-09-13,18.1,0.0,45.0,265.0,1.8
2024-09-14,19.5,0.0,41.0,249.0,0.6
2024-09-15,21.8,0.0,35.0,256.0,0.5
2024-09-16,21.5,0.0,22.0,255.0,1.2
2024-09-17,20.9,0.0,33.0,248.0,1.5
2024-09-18,21.1,0.0,49.0,224.0,1.1
2024-09-19,18.2,0.09,74.0,125.0,1.0
2024-09-20,17.6,0.0,79.0,135.0,0.5
2024-09-21,19.2,0.0,73.0,159.0,1.3
2024-09-22,18.8,0.0,61.0,198.0,1.0
2024-09-23,18.8,0.0,53.0,204.0,1.0
2024-09-24,16.9,0.0,46.0,137.0,1.7
2024-09-25,18.2,0.0,75.0,118.0,2.6
2024-09-26,19.0,0.0,79.0,192.0,4.5
2024-09-27,16.3,0.0,57.0,219.0,1.5
2024-09-28,14.8,0.0,43.0,231.0,0.6
2024-09-29,16.2,0.0,44.0,221.0,0.5
2024-09-30,18.9,0.0,40.0,217.0,0.5
2024-10-01,19.1,0.0,46.0,169.0,0.6
2024-10-02,20.6,0.0,67.0,114.0,2.1
2024-10-03,20.0,0.0,56.0,198.0,0.8
2024-10-04,18.6,0.0,53.0,170.0,0.4
2024-10-05,18.4,0.0,64.0,192.0,1.4
2024-10-06,19.5,0.0,70.0,116.0,2.7
2024-10-07,17.1,0.12,77.0,63.0,1.3
2024-10-08,14.2,0.0,90.0,83.0,2.3
2024-10-09,16.3,0.14,84.0,49.0,2.9
2024-10-10,15.2,0.0,59.0,176.0,0.8
2024-10-11,13.9,0.01,70.0,121.0,0.5
2024-10-12,15.9,0.33,94.0,35.0,0.5
2024-10-13,17.9,0.0,77.0,104.0,0.3
2024-10-14,18.3,0.0,79.0,89.0,0.3
2024-10-15,17.9,0.05,84.0,81.0,1.9
2024-10-16,17.5,0.66,85.0,124.0,2.7
2024-10-17,13.7,0.17,77.0,141.0,2.0
2024-10-18,13.3,0.0,60.0,175.0,0.9
2024-10-19,16.3,0.0,70.0,154.0,0.9
2024-10-20,16.8,0.0,76.0,152.0,0.4
2024-10-21,16.8,0.0,73.0,164.0,0.3
2024-10-22,17.0,0.0,71.0,138.0,0.3
2024-10-23,16.4,0.0,73.0,86.0,0.3
2024-10-24,16.6,0.0,75.0,81.0,0.5
2024-10-25,14.5,0.03,79.0,81.0,0.8
2024-10-26,9.4,0.01,70.0,123.0,1.1
2024-10-27,9.1,0.03,76.0,136.0,1.0
2024-10-28,13.9,0.02,76.0,122.0,1.4
2024-10-29,14.0,0.32,84.0,33.0,1.9
2024-10-30,15.2,0.19,68.0,122.0,1.5
2024-10-31,16.4,0.0,68.0,136.0,0.7
2024-11-01,15.9,0.2,82.0,107.0,0.3
2024-11-02,14.5,0.0,80.0,92.0,0.4
2024-11-03,14.4,0.0,79.0,106.0,0.5
2024-11-04,14.6,0.0,80.0,89.0,0.3
2024-11-05,14.8,0.0,82.0,107.0,0.2
2024-11-06,14.5,0.0,78.0,103.0,0.2
2024-11-07,13.9,0.0,80.0,116.0,0.3
2024-11-08,12.2,0.0,89.0,49.0,0.2
2024-11-09,12.4,0.0,80.0,95.0,0.2
2024-11-10,11.6,0.0,81.0,76.0,0.2
2024-11-11,12.3,0.0,72.0,118.0,1.0
2024-11-12,9.9,0.0,61.0,110.0,0.7
2024-11-13,6.9,0.08,74.0,28.0,1.5
2024-11-14,13.3,0.04,76.0,63.0,0.7
2024-11-15,14.0,0.0,75.0,44.0,1.5
2024-11-16,11.6,0.0,79.0,66.0,0.5
2024-11-17,12.3,0.0,78.0,108.0,0.2
2024-11-18,13.7,0.0,79.0,110.0,0.3
2024-11-19,10.6,0.0,90.0,92.0,0.6
2024-11-20,12.3,0.0,73.0,114.0,1.1
2024-11-21,10.5,0.0,86.0,102.0,3.3
2024-11-22,11.7,0.0,77.0,89.0,1.8
2024-11-23,10.3,0.01,87.0,51.0,0.1
2024-11-24,11.9,0.0,83.0,74.0,0.5
2024-11-25,12.9,0.1,72.0,48.0,1.6
2024-11-26,7.0,0.0,84.0,72.0,0.1
2024-11-27,7.2,0.0,77.0,105.0,0.1
2024-11-28,7.7,0.0,80.0,105.0,0.2
2024-11-29,9.4,0.0,82.0,89.0,0.2
2024-11-30,10.4,0.0,84.0,94.0,0.2
2024-12-01,10.4,0.0,87.0,75.0,0.2
2024-12-02,12.0,0.0,87.0,52.0,0.2
2024-12-03,9.6,0.01,82.0,88.0,0.6
2024-12-04,11.7,0.0,66.0,102.0,0.8
2024-12-05,9.0,0.0,76.0,82.0,0.3
2024-12-06,10.4,0.0,81.0,88.0,0.2
2024-12-07,10.1,0.0,66.0,104.0,1.5
2024-12-08,6.7,0.0,55.0,91.0,0.6
2024-12-09,5.3,0.0,62.0,99.0,1.1
2024-12-10,5.0,0.0,67.0,94.0,0.3
2024-12-11,6.0,0.0,62.0,39.0,0.5
2024-12-12,5.8,0.0,76.0,66.0,0.3
2024-12-13,6.5,0.03,84.0,46.0,0.3
2024-12-14,0.1,0.0,96.0,1.0,0.1
2024-12-15,7.9,0.0,70.0,45.0,0.2
2024-12-16,7.9,0.0,70.0,45.0,0.2
2024-12-17,7.9,0.0,70.0,45.0,0.2
2024-12-18,6.0,0.0,79.0,79.0,0.1
2024-12-19,8.8,0.0,82.0,64.0,1.1
2024-12-20,7.5,0.0,64.0,98.0,0.3
2024-12-21,3.7,0.0,74.0,99.0,0.2
2024-12-22,6.2,0.0,74.0,93.0,0.6
2024-12-23,7.5,0.0,63.0,97.0,0.7
2024-12-24,6.4,0.0,71.0,94.0,0.2
2024-12-25,8.9,0.0,75.0,96.0,0.3
2024-12-26,7.1,0.0,78.0,94.0,0.2
2024-12-27,6.8,0.0,82.0,69.0,0.1
2024-12-28,5.3,0.0,80.0,98.0,0.2
2024-12-29,4.4,0.0,79.0,100.0,0.2
2024-12-30,4.1,0.0,80.0,100.0,0.2
2024-12-31,4.0,0.0,77.0,98.0,0.2
