Grupo;Ventas;SubTotal;Impuestos;Total;SubTotal Coste;Beneficio
24/03/2024;90;609,36;63,25;672,61;30,24;579,12
26/03/2024;27;130,89;13,03;143,92;14,21;116,68
27/03/2024;20;98,28;9,84;108,12;7,26;91,02
28/03/2024;9;37,01;3,46;40,48;4,09;32,92
30/03/2024;3;7,22;0,98;8,2;0,67;6,55
01/04/2024;25;103,26;10,33;113,59;2,59;100,67
02/04/2024;24;135,48;13,82;149,3;11,05;124,43
03/04/2024;42;180,61;18,33;198,94;11,68;168,93
04/04/2024;61;298,65;30,46;329,11;7,3;291,35
05/04/2024;121;741,49;74,51;816;16,05;725,44
06/04/2024;95;692,56;70,99;763,55;8,97;683,59
07/04/2024;139;1035,42;104,08;1139,5;8,41;1027,01
09/04/2024;79;359,67;36,45;396,12;12,28;347,39
10/04/2024;72;374,19;37,31;411,5;6,06;368,13
11/04/2024;105;592,08;59,72;651,8;7,09;584,99
12/04/2024;141;942,21;95,04;1037,25;7,24;934,97
13/04/2024;175;1200,32;120,48;1320,8;8,47;1191,85
14/04/2024;187;1393,99;141,31;1535,3;12,4;1381,59
16/04/2024;77;420,4;43,25;463,65;6,72;413,68
17/04/2024;85;456,27;46,18;502,45;4,4;451,87
18/04/2024;90;503,66;51,09;554,75;6,72;496,94
19/04/2024;112;782,45;79,8;862,25;6,07;776,38
20/04/2024;149;1030,36;105,04;1135,4;12,27;1018,09
21/04/2024;148;1113,89;117,46;1231,35;19,3;1094,59
23/04/2024;52;227,07;22,73;249,8;3,9;223,17
24/04/2024;51;285,15;28,75;313,9;6,38;278,77
25/04/2024;48;264,12;27,18;291,3;4,99;259,13
26/04/2024;40;212,99;22,66;235,65;4,76;208,23
27/04/2024;8;23;2,3;25,3;1,3;21,7
03/05/2024;61;414,11;43,94;458,05;11,83;402,28
04/05/2024;65;522,2;53,9;576,1;8,37;513,83
05/05/2024;60;568,99;57,71;626,7;7,1;561,89
06/05/2024;22;127,84;13,76;141,6;4,12;123,72
07/05/2024;75;443,25;45,1;488,35;6,97;436,28
08/05/2024;67;388,28;39,22;427,5;2,89;385,39
09/05/2024;86;474,66;48,19;522,85;6,44;468,22
10/05/2024;147;917,17;93,93;1011,1;13,33;903,84
11/05/2024;143;1060,48;110,42;1170,9;19,54;1040,94
12/05/2024;178;1331,81;133,89;1465,7;11,59;1320,22
14/05/2024;38;217,49;21,76;239,25;1,3;216,19
15/05/2024;149;1097,16;117,94;1215,1;18,96;1078,2
16/05/2024;44;246,26;24,64;270,9;3,73;242,53
17/05/2024;81;520,45;54,35;574,8;7,55;512,9
18/05/2024;99;789,37;79,08;868,45;6,95;782,42
19/05/2024;103;830,71;86,04;916,75;14,59;816,12
21/05/2024;35;231,73;23,62;255,35;2,54;229,19
22/05/2024;54;325,56;34,09;359,65;5,57;319,99
23/05/2024;101;591,65;59,65;651,3;6,18;585,47
24/05/2024;145;816,49;82,86;899,35;7,41;809,08
25/05/2024;123;868,26;88,44;956,7;3,4;864,86
26/05/2024;154;1201,06;120,49;1321,55;5,31;1195,75
28/05/2024;90;557,95;57,75;615,7;9,22;548,73
29/05/2024;94;556,17;57,03;613,2;4,62;551,55
30/05/2024;126;803,8;80,8;884,6;2,37;801,43
31/05/2024;134;942,32;97,48;1039,8;12,9;929,42
01/06/2024;135;1081,91;114,24;1196,15;6,34;1075,57
02/06/2024;162;1152,95;115,15;1268,1;3,83;1149,12
04/06/2024;98;555,18;55,77;610,95;1,99;553,19
05/06/2024;112;695,54;70,81;766,35;4,33;691,21
06/06/2024;127;788,11;80,74;868,85;9,56;778,55
07/06/2024;158;1037,42;104,43;1141,85;9,36;1028,06
08/06/2024;58;513,69;51,91;565,6;5,98;507,71
09/06/2024;137;1019,13;103,47;1122,6;7,19;1011,94
11/06/2024;103;592,07;60,18;652,25;9,54;582,53
12/06/2024;76;456,67;46,58;503,25;7,28;449,39
13/06/2024;104;591,43;61,42;652,85;12,03;579,4
14/06/2024;132;872,63;91,37;964;13,01;859,62
15/06/2024;105;747,6;75;822,6;9,01;738,59
16/06/2024;136;1057,49;107,06;1164,55;7,25;1050,24
18/06/2024;49;286,31;28,64;314,95;1,04;285,27
19/06/2024;57;367,22;36,78;404;3,09;364,13
20/06/2024;44;293,86;29,39;323,25;1,33;292,53
21/06/2024;142;961,33;98,77;1060,1;3,03;958,3
22/06/2024;102;761,08;77,37;838,45;6,28;754,8
23/06/2024;121;827,75;86,4;914,15;12,85;814,9
25/06/2024;86;479,46;49,49;528,95;7,22;472,24
26/06/2024;75;415,86;41,84;457,7;1,96;413,9
27/06/2024;88;547,33;55,67;603;5,11;542,22
28/06/2024;60;425,6;43,5;469,1;6,57;419,03
29/06/2024;75;652,24;67,31;719,55;8,08;644,16
30/06/2024;111;791,9;80,15;872,05;6,38;785,52
02/07/2024;58;315,68;31,82;347,5;1,44;314,24
03/07/2024;89;546;55,1;601,1;2,19;543,81
04/07/2024;90;561,58;56,42;618;1,32;560,26
05/07/2024;85;567,84;56,81;624,65;0,52;567,32
06/07/2024;102;805,6;82,05;887,65;5,32;800,28
07/07/2024;118;868,78;87,42;956,2;0,78;868
09/07/2024;75;429,65;44,5;474,15;5,55;424,1
10/07/2024;65;436,68;44,47;481,15;3,31;433,37
11/07/2024;102;612,52;61,78;674,3;2,59;609,93
12/07/2024;103;622,71;62,74;685,45;5,86;616,85
13/07/2024;90;722,97;72,88;795,85;1,78;721,19
14/07/2024;86;677,07;67,73;744,8;1,96;675,11
16/07/2024;72;423,71;42,39;466,1;1,81;421,9
17/07/2024;57;354,55;36,75;391,3;4,83;349,72
18/07/2024;67;477,57;49,53;527,1;6,29;471,28
19/07/2024;73;439,9;45,65;485,55;1,3;438,6
20/07/2024;90;726,23;74,27;800,5;0,78;725,45
21/07/2024;88;743,48;74,82;818,3;4,11;739,37
23/07/2024;73;438,86;44,79;483,65;3,61;435,25
24/07/2024;61;466,35;46,95;513,3;2,2;464,15
26/07/2024;63;475,6;48,55;524,15;2,32;473,28
27/07/2024;63;463,99;46,41;510,4;1,14;462,85
28/07/2024;78;524,25;52,65;576,9;1,07;523,18
29/07/2024;34;250,67;25,08;275,75;0,52;250,15
30/07/2024;64;459,17;45,93;505,1;0,66;458,51
31/07/2024;66;403,51;40,59;444,1;0,34;403,17
01/08/2024;70;436,89;44,41;481,3;5,3;431,59
02/08/2024;80;533,78;54,27;588,05;3,22;530,56
03/08/2024;64;474,6;47,7;522,3;4,63;469,97
04/08/2024;64;501,98;50,22;552,2;0,87;501,11
06/08/2024;54;329,51;32,99;362,5;0,78;328,73
07/08/2024;59;360,36;36,24;396,6;2,76;357,6
08/08/2024;47;300,81;30,09;330,9;1,52;299,29
09/08/2024;48;392,33;39,27;431,6;1,1;391,23
10/08/2024;68;523,66;52,59;576,25;1,5;522,16
15/08/2024;98;783,93;78,92;862,85;4,13;779,8
16/08/2024;65;452,07;45,23;497,3;0,55;451,52
17/08/2024;59;408;40,8;448,8;1,29;406,71
18/08/2024;78;521,05;52,1;573,15;1,51;519,54
20/08/2024;60;345,46;35,09;380,55;0,52;344,94
21/08/2024;56;352,58;36,92;389,5;5,24;347,34
22/08/2024;51;341,29;34,86;376,15;4,15;337,14
23/08/2024;60;459,65;47;506,65;5,43;454,22
24/08/2024;84;692,95;70,15;763,1;2,86;690,09
25/08/2024;51;408,04;41,56;449,6;2,02;406,02
27/08/2024;49;300,82;30,08;330,9;0,78;300,04
28/08/2024;67;462,11;46,24;508,35;1,31;460,8
29/08/2024;51;300,41;30,79;331,2;4,87;295,54
30/08/2024;72;520,48;52,52;573;2,94;517,54
31/08/2024;66;556,74;57,11;613,85;1,55;555,19
01/09/2024;120;973,07;98,33;1071,4;6,51;966,56
03/09/2024;86;524,6;53;577,6;2,59;522,01
04/09/2024;92;483,62;48,78;532,4;4,07;479,55
05/09/2024;72;448,68;44,87;493,55;4,09;444,59
06/09/2024;99;645,02;65,63;710,65;7,62;637,4
07/09/2024;104;872,09;88,21;960,3;4,77;867,32
08/09/2024;107;753,9;75,4;829,3;5,06;748,84
10/09/2024;77;470,8;47,3;518,1;2,28;468,52
11/09/2024;70;471,77;47,93;519,7;2,23;469,54
12/09/2024;76;421,83;43,17;465;8,31;413,52
13/09/2024;85;582,39;59,81;642,2;11,91;570,48
14/09/2024;103;628,18;62,82;691;3;625,18
15/09/2024;127;834,71;83,99;918,7;5,57;829,14
17/09/2024;85;548,66;56,09;604,75;6,39;542,27
18/09/2024;56;318,77;32,73;351,5;7,54;311,23
19/09/2024;38;204,82;20,48;225,3;2,33;202,49
20/09/2024;56;277,08;28,47;305,55;6,44;270,64
21/09/2024;66;511,37;51,38;562,75;5,74;505,63
22/09/2024;85;693,02;70,78;763,8;4,65;688,37
24/09/2024;38;199,18;20,17;219,35;3,11;196,07
25/09/2024;33;186,31;18,64;204,95;3,37;182,94
26/09/2024;27;145,57;15,08;160,65;3,16;142,41
27/09/2024;37;256,06;26,29;282,35;6,63;249,43
28/09/2024;61;465,12;46,73;511,85;3,56;461,56
29/09/2024;84;631,56;64,24;695,8;9,28;622,28
30/09/2024;44;209,73;20,97;230,7;1,65;208,08
01/10/2024;56;289,38;29,97;319,35;22,43;266,95
02/10/2024;22;94,95;9,75;104,7;13,88;81,07
03/10/2024;59;272,38;28,62;301;18,1;254,28
04/10/2024;84;451,59;47,13;498,73;14,38;437,21
05/10/2024;51;394,85;40,77;435,62;18,2;376,65
06/10/2024;60;502,1;51,97;554,07;29,35;472,75
08/10/2024;42;201,71;20,17;221,88;31,86;169,85
09/10/2024;27;107,68;10,94;118,62;25,44;82,24
10/10/2024;38;176,95;17,45;194,4;12,2;164,75
11/10/2024;48;257,36;25,76;283,12;17,06;240,3
12/10/2024;38;239,96;24,01;263,97;20,12;219,84
13/10/2024;83;621,29;62,91;684,2;31,41;589,88
15/10/2024;28;109,79;10,7;120,49;9,88;99,91
16/10/2024;41;201,54;20,26;221,81;27,47;174,07
17/10/2024;36;160,89;15,81;176,7;18,7;142,19
18/10/2024;42;214,42;23;237,41;16,17;198,25
19/10/2024;57;375,71;37,8;413,51;36,44;339,27
20/10/2024;71;499,8;50,43;550,22;22,56;477,24
24/10/2024;37;196,68;19,66;216,33;20,19;176,49
25/10/2024;22;124,93;12,49;137,42;8,23;116,7
26/10/2024;32;244,21;24,9;269,11;34,82;209,39
27/10/2024;37;197,64;21,09;218,72;23,88;173,76
30/10/2024;34;143,09;14,31;157,4;8,61;134,48
31/10/2024;33;170,02;17,26;187,28;7,46;162,56
01/11/2024;33;217,8;23,32;241,12;9,13;208,67
02/11/2024;49;360,69;36,61;397,29;21;339,69
03/11/2024;56;362,05;36,49;398,53;14,76;347,29
05/11/2024;29;114,02;11,88;125,89;12,74;101,28
06/11/2024;28;166,16;16,84;183;22,79;143,37
07/11/2024;35;156,64;15,68;172,32;14,61;142,03
08/11/2024;35;188,04;18,58;206,62;10,44;177,6
09/11/2024;38;195,98;18,86;214,84;14,3;181,68
10/11/2024;50;375,5;38,77;414,27;29,03;346,47
12/11/2024;22;76,55;7,65;84,2;14,28;62,27
13/11/2024;25;97,8;10,06;107,86;16,69;81,11
14/11/2024;28;109,15;10,92;120,07;13,76;95,39
15/11/2024;35;138,98;13,9;152,88;7,5;131,48
16/11/2024;30;207,06;20,93;227,99;26,91;180,15
17/11/2024;49;287,17;28,92;316,09;25,26;261,91
19/11/2024;27;109,16;10,19;119,35;9,33;99,83
20/11/2024;33;178,32;18,06;196,38;17,49;160,83
21/11/2024;26;94,82;9,2;104,02;13,58;81,24
22/11/2024;22;114,52;12,51;127,03;13,57;100,95
23/11/2024;37;219,88;21,75;241,63;15,92;203,96
24/11/2024;38;272,53;27,79;300,32;28,15;244,38
26/11/2024;20;80,47;8,3;88,78;11,48;68,99
27/11/2024;23;152,81;15,04;167,84;24,88;127,93
28/11/2024;20;115,28;11,54;126,82;18,9;96,38
29/11/2024;22;72;7,17;79,18;6,34;65,66
30/11/2024;41;295,06;31,62;326,67;34,26;260,8
01/12/2024;31;235,86;23,6;259,46;23,24;212,62
03/12/2024;26;80,46;8,05;88,5;11,55;68,91
04/12/2024;28;201,43;20,43;221,86;34,94;166,49
05/12/2024;25;117,9;11,3;129,2;9,42;108,48
06/12/2024;28;156,52;15,16;171,68;18,83;137,69
07/12/2024;30;186,31;18,39;204,69;17,98;168,33
08/12/2024;34;238,29;23,35;261,64;24,31;213,98
10/12/2024;23;93,54;9,11;102,65;12,9;80,64
11/12/2024;23;146,22;14,83;161,06;23,09;123,13
12/12/2024;23;136,84;13,2;150,04;10,23;126,61
13/12/2024;25;124,5;12,42;136,92;12,14;112,36
14/12/2024;29;195,23;19,21;214,44;17,87;177,36
15/12/2024;33;195,08;18,56;213,64;16,8;178,28
17/12/2024;28;136,4;12,91;149,3;16,21;120,19
18/12/2024;29;92,96;9,3;102,26;12,47;80,49
19/12/2024;26;198,39;19,78;218,16;10,23;188,16
20/12/2024;39;198,31;19,59;217,89;20,46;177,85
21/12/2024;27;199,38;19,71;219,09;18,98;180,4
22/12/2024;25;202,44;19,04;221,48;13,64;188,8
24/12/2024;19;292,61;28,79;321,4;8,13;284,48
27/12/2024;26;167,64;16,76;184,4;18,23;149,41
28/12/2024;27;155,51;15,27;170,78;15,36;140,15
29/12/2024;28;224,36;24,04;248,4;12,57;211,79
31/12/2024;27;284,14;27,94;312,08;31,5;252,64
